title,lead,body,description,author,keywords,article_section,in_language,canonical_url,publisher_name,date_published,date_accessed,source,article_id,headline,alternative_headline,sources,credit,date_modified,word_count,title_words,lead_words,body_words,text_words_total
Learning From the UAW’s National Organizing Push,"The United Auto Workers’ (UAW) 2023 “stand-up strike” against Ford, General Motors, and Stellantis delivered historic gains for our members. But just as significant is what came next. Before the strike even ended, thousands of nonunion autoworkers — primarily in the South — began signing union cards on their own, using website links from defunct campaigns. No staff. No plan. No infrastructure. The strike was the spark. Workers used it to light their own fires. For decades, launching a union drive at a Southern auto plant required months — or even years — of deep groundwork. Now workers were self-organizing at a scale we hadn’t seen in decades. We believed we had entered a movement moment , a rare opening when momentum spreads faster than fear and collective action becomes contagious. To seize the moment, we launched Stand Up 2.0, a national campaign to organize multiple nonunion auto plants across the country. Our strategy was to experiment with new organizing approaches (namely, momentum and worker-to-worker organizing as compared to traditional structure-based organizing) that treat mass-scale union organizing more like a social movement than building a guerrilla army.","“Momentum-based organizing” relies on trigger events — high-profile actions that polarize the public and generate waves of participation. It scales up quickly by prioritizing mass sign-ups, rapid mobilization, and decentralized leadership. Worker-to-worker organizing — where the primary responsibility for building the organizing committee and the campaign needed to win is placed on workers themselves rather than professional organizing staff — is a perfect match for the momentum model. In contrast, “structure-based organizing” is slower and more methodical. It emphasizes systematic leadership identification, committee building, supermajority public support, and carefully planned escalations to build confidence and overcome employer resistance. It is also staff-intensive, with the ideal ratio often being one skilled staff organizer for every hundred workers. Auto plants, especially in the US South, are one of the fiercest terrains for workers to try to challenge corporate power. The prevailing wisdom — one that I had consistently pushed for years — was that what was always required was a rigorous structure-based approach. But that’s not the road we took following the stand-up strike. When Shawn Fain and other reformers were elected to UAW leadership, it was to fight and grow the union. That’s what we did, delivering the stand-up strike and historic contract gains that opened the door to organizing the South. But decades of business unionism, lack of belief in organizing, and a staff culture shaped by patronage and nepotism had left the union unprepared to meet that moment. Many UAW organizing staff had never been trained in foundational structure-based skills — structured organizing conversations that agitate workers around their issues, identifying and recruiting natural leaders, running effective volunteer organizing committee (VOC) meetings, or building toward actions that demonstrate supermajority public support. Astonishingly, some had spent over a decade on staff without ever running a campaign through a National Labor Relations Board (NLRB) election. Simply put, that significant deficit in experience and skill in the department left us unprepared to organize the massive influx of workers hungry to organize. Given the scale of interest and the depth of the staff gap, we were forced to ask hard questions: Could this mass interest in organizing be transformed into a mass movement? Could we bend some of the rules of structure-based organizing in tough boss fights and still win? Could raw momentum and worker-to-worker organizing outpace and overcome employer opposition — and if so, how much? Given the fierce urgency of the moment — thousands of workers were wanting to organize in auto plants right now — we devised a strategy based on our experience in the recent stand-up strike, which saw tens of thousands of UAW members get strike-ready at breakneck speed, and the UAW’s incredible success in higher education, where tens of thousands of graduate workers, postdocs, and researchers had won union elections — often in blowouts — through campaigns rooted in worker-to-worker methods that required minimal staff. We were going to see how far we could get before the movement moment came to an end. Stand Up 2.0 was launched with the goal of unifying workers across states and companies into a single movement with shared benchmarks as coordinated trigger points: go public with the union at 30 percent of workers signed up, rally at 50 percent, and demand union recognition and file for an election at 70 percent. In addition, every two weeks, staff convened digital movement meetings where rank-and-file VOC members shared best practices, cheered each other on, and walked through common problems. It helped build a national culture of solidarity and reinforced the worker-to-worker model of teaching and leaning on each other. By the campaign’s official launch on November 29, 2023, nearly three thousand workers had already signed union cards on their own. By the end of January, that number had ballooned to over ten thousand across thirteen nonunion companies. This wasn’t chaos or spontaneity, and this campaign was not pure improvisation. It was based in part on recent, real-world success. And it demanded what I call strategic fluency — the ability to assess terrain, anticipate resistance, and choose the right mix of organizing models and tactics to win. Winning under pressure isn’t about loyalty to one method. It’s about knowing which tool to use — when, where, and how. What follows are three case studies — higher education, Volkswagen, and Mercedes — that chart Stand Up 2.0’s trajectory: the successful model we learned from and leaned on, the landmark victory, and the limits we hit. At Volkswagen, we achieved a historic breakthrough — the first time in UAW history that we won a union election at a foreign-owned auto company in the South. At Mercedes, we came the closest we’ve ever been to winning at a final assembly plant in Alabama, ultimately suffering a narrow and hard-fought defeat. Union density in the private sector is in terminal decline — and if the labor movement hopes to survive, let alone build real power for the working class, we must find ways to organize at scale. Together these three campaigns reveal strategic choices, organizational strengths and weaknesses, and structural challenges that shaped the outcome of the UAW’s first attempt at mass-scale organizing in the twenty-first century. This is the first time these details have been made public — not just as a postmortem but also as a call to action. If we want to seize the moment, labor can’t keep going small. We have to learn from our experiences and keep going on offense like never before.","If the labor movement hopes to survive, it must find ways to organize in the private sector at scale. The UAW’s national push to organize higher ed, and its recent union drives at Volkswagen and Mercedes, offer potential guidance on the way forward.",Chris Brooks,['United States'],United States,en,https://jacobin.com/2026/02/uaw-vw-mercedes-higher-ed,Jacobin,2026-02-16 00:00:00,2026-02-19 09:49:23,jacobin,jacobin_005466088031,nan,nan,['nan'],['nan'],,,7,187,910,1104
Mothers Are on the Front Lines of the Nordic Care Crisis,"For decades the Nordic welfare states have been held up as global exemplars of gender equality and expansive public care systems. Yet beneath this image of egalitarian modernity, cracks have begun to widen. Across Europe and North America, scholars increasingly speak of a mounting care crisis — a systemic imbalance in which society’s care needs outstrip the institutional capacities meant to meet them. The Nordic countries, once shielded by generous welfare infrastructures, are no exception. In Sweden, this crisis is not a sudden rupture but a slow political shift: welfare retrenchment, austerity-driven reforms, marketization, and an intensifying moralization of family life. As public systems fail to keep pace with rising needs, more and more responsibility for the reproduction of daily life is quietly pushed back onto households. This process — what feminist scholars call refamiliarization — has become a defining feature of contemporary social policy. And, as always, the costs fall unevenly: on mothers, on low-income families, on people with disabilities, and on those navigating the intersecting inequalities that make care both more necessary and harder to access. But something else is happening too. Across Sweden, groups of mothers are refusing to silently absorb the state’s abdication. Instead, they are organizing.","In recent years, Sweden has seen the rise of several mother-led movements demanding public accountability for children’s right to care, safety, and recognition. These movements differ in constituency and political issue, yet they share a common insight: care is political, and its organization reflects deeper struggles over responsibility, resources, and democracy. For example, Funkismammor (Special needs moms), a loose network of mothers of children with disabilities, fights the chronic underfunding of support services and the discrimination woven into everyday encounters with welfare agencies. For several years, mothers involved in the maternity ward strike in Sollefteå — a small town in northern Sweden — have built powerful grassroots networks to defend their basic right to safe and accessible birth care. In a community heavily impacted by welfare cutbacks and the closure of essential services, these women mobilize to protest the shutdown of their local maternity ward and the long, often dangerous travel distances now required for childbirth. These are not traditional social movements, nor are they simply interest groups advocating for “their own.” They represent something more profound: grassroots responses to the hollowing out of public care, and collective refusals to accept the intensified burdens placed on women within the private sphere.","In Sweden today, maternal activism is uniting around a politics of collective care, turning private burdens into claims about public obligation and democratic rights.",Evelina Johansson Wilén,['Sweden'],Sweden,en,https://jacobin.com/2026/02/mothers-nordic-welfare-state-social-reproduction,Jacobin,2026-02-15 00:00:00,2026-02-19 09:49:25,jacobin,jacobin_020900535707,nan,nan,['nan'],['nan'],,,11,201,201,413
The Olympics May Soon Embrace Private Equity,"For more than a century, the modern Olympic Games have elevated the world’s top athletes in service of peace, diversity, and shared dignity. But the Milan Cortina Winter Games are also highlighting a less celebrated reality: The Olympics are a multibillion-dollar business — one now flirting with private equity, the profit-driven investment firms that are reshaping sports and squeezing every last dollar out of athletes and fans. Now, as Los Angeles grapples with the economic potential — as well as financial risks — of hosting the 2028 Summer Olympics, vulture capitalists seem poised to make a play. The International Olympic Committee (IOC), the nongovernmental body that oversees the games, primarily relies on television broadcast licensing for revenue. NBCUniversal holds exclusive US broadcast rights under a multibillion-dollar long-term agreement , while the Worldwide Olympic Partner program grants global marketing rights to major corporations. Created in 1985, the Worldwide Olympic Partner program has become a major pillar of Olympic financing, generating billions of dollars in recent cycles and now accounting for more than a third of IOC revenue between 2021 and 2024, up from 19 percent between 2013 and 2016. Between 2021 and 2024, the program generated $3 billion in revenue, according to IOC financial data, compared to $96 million in its first three years. This year, corporate sponsors included Airbnb, Deloitte, and Visa.","Still, the IOC is exploring new sources of financing to help cover the enormous costs of mounting its events, and it appears to be zeroing in on private equity. A 2022 paper commissioned by the organization argued that while private equity investment is “not cheap, and their tools are not particularly novel,” it could provide “much-needed financial resources, expertise, and excellence in execution” and help professionalize sports operations through a more “commercial mindset.” The idea gained prominence last year during the IOC presidential race, when investment banker and current vice president Juan Antonio Samaranch proposed partnerships with major private equity firms such as Carlyle Group and CVC Capital Partners to bolster the Olympics’ long-term financial footing Samaranch — whose father served in Franco’s fascist government and later led the IOC for more than two decades — said such deals could prove highly lucrative, according to the German outlet Börsen-Zeitung . “Sport is becoming an asset class,” he said. “I have tested the idea with people, and we would have no shortage of companies that would try to partner with us.” Samaranch’s plans included an IOC-advised private equity fund to invest in sports-related businesses such as equipment manufacturers and training programs — which he claims could raise as much as $1 billion in its first funding round. Investors took notice. The following month, the Germany-based trading platform Finexity noted that private equity “could participate in financing the Olympic Games, the development of athletes, or marketing rights.”","The International Olympic Committee, the body that oversees the Olympics, is hunting for more revenue. It may soon open the door to private equity, which has been increasingly reshaping sports to squeeze every last dollar out of athletes and fans.",Veronica Riccobene,"['Rich People', 'Sports']",Rich People,en,https://jacobin.com/2026/02/olympics-private-equity-ioc-revenue,Jacobin,2026-02-19 00:00:00,2026-02-21 21:38:15,jacobin,jacobin_037208927550,nan,nan,['nan'],['nan'],,,7,222,245,474
Reassessing the People’s Hospital in the Bronx,"At 3 a.m. on a summer morning in July 1970, a group of activists climbed into the back of a rented U-Haul truck believing they might not make it out alive. The action was led by members of the Young Lords — a predominantly Puerto Rican revolutionary organization — and included members of the patient-worker “Think Lincoln” committee and the Health Revolutionary Unity Movement (HRUM), a formation of left-wing black and Puerto Rican hospital workers. Roughly 150 people were involved in the takeover of the hospital’s nurses’ residence building in the South Bronx on July 14, 1970. By dawn, they were inside. A Puerto Rican flag hung from the building. A banner read: “Welcome to the People’s Hospital.” Lincoln was the main public hospital serving one of the poorest congressional districts in the country. Residents called it a “butcher shop.” Paint peeled from emergency room walls. Roaches crawled into pill cups. Infant mortality in the surrounding neighborhood far outpaced city and national averages. Days after the occupation, a young woman named Carmen Rodríguez died at Lincoln following a legal abortion procedure — her death becoming, for many Bronx residents, further evidence that the hospital’s standard of care was not simply stretched but dangerously inadequate. More than fifty years later, that confrontation is the subject of a city-funded, yearslong project inside the New York City Department of Health, a process that brought former Young Lords and public health officials together last week at Hostos Community College to revisit what was built, how it was dismantled, and what repair would now require.","The Lincoln Hospital takeover did not erupt from nowhere. In the months leading up to July 1970, the Young Lords and their allies had already been running what they called a “health offensive” in the South Bronx. They seized a city-owned X-ray truck and drove it through the neighborhood with the original technicians to test residents for tuberculosis, arguing that if the city would not provide preventive care, they would. They demanded lead poisoning screenings for children. HRUM members brought hospital workers into the fight, linking unsafe working conditions to patient neglect. Writer Barbara Ehrenreich worked with the Young Lords around the Lincoln campaign, helping document hospital funding structures and the broader political economy of urban health care. As Juan González, a leader of the Young Lords in the 1970s, recalled in reflecting on her life, Ehrenreich helped situate Lincoln within what activists were beginning to describe as a “health-industrial complex” — a system in which poor communities were systematically underserved while private medicine expanded elsewhere. The takeover lasted about twelve hours. The next day, the New York Times ran the headline “Young Lords Seize Lincoln Hospital Building; Offices Are Held for 12 Hours.” Reporter Alfonso A. Narvaez wrote that protesters demanded “better health services and a greater voice in hospital operations,” noting that they “left the building without violence” after negotiations with city officials. When it came time to leave, some of the occupiers blended back into the hospital’s own churn — donning scrubs and stethoscopes to slip out past police and administrators, looking like just another cluster of staff. Four months later, on November 10–11, 1970, activists returned, this time to force the creation of a detoxification program amid a heroin epidemic devastating the Bronx. The action was not simply militants demanding services for others. People in active addiction, hospital workers, and neighborhood residents together seized space inside Lincoln and established what they called the People’s Program — the foundation of what later became the Lincoln Detox Center. Lincoln Detox, which began as the People’s Program following the November occupation and was later incorporated into the hospital system with city funding after negotiations with administrators, treated addiction not as an individual moral failure but as inseparable from poverty, racism, housing instability, policing, and economic neglect. It hired people in recovery as peer counselors. It offered childcare. It paired medical treatment with political education. It pioneered acupuncture protocols that would later spread nationally. At its height, it served roughly 1,600 people a month. By the late 1970s, the program was reorganized and narrowed. Political education ended. Two staff members were fired. Twelve others, many of them associated with the Young Lords or the Black Panther Party, were reassigned elsewhere in the hospital system, shielded from dismissal by union and civil service protections but stripped of their roles inside Detox. Over time, services shrank further as the program was disciplined by the same institution it had forced to act. Last week at Hostos Community College, a few blocks from Lincoln Hospital, former Young Lords, public health officials, historians, and harm reduction workers gathered in an auditorium to revisit that history. The event was a public symposium, part of the New York City Department of Health and Mental Hygiene’s “Healing ARC Project,” with ARC standing for Acknowledgement, Redress, Closure. The event was framed as an ongoing research and accountability process emerging from the NYC Board of Health’s 2021 declaration that racism is a public health crisis. The first panel revisited the takeover and the birth of Detox, with the speakers consisting of South Bronx residents and Young Lords members who had taken part in the November 1970 hospital takeover, including Miguel “Mickey” Melendez, Vicente “Panama” Alba, and Walter Bosque del Rio. The men were older now, their memories ricocheting between street tactics and staffing charts, between who held which position in the program and how many detox beds they managed to secure. The second panel, focused on the present, made clear that the stakes are not merely archival. Bosque del Rio, who came to Lincoln as a nursing student and ended up helping build the program’s acupuncture work, described how the place politicized him in real time. “I came for the summer,” he said, thinking he’d just volunteer and go back to school. “But I no longer wanted to be a nurse. I wanted to be a revolutionary.”","After a militant 1970 hospital takeover birthed a pioneering detox program in the South Bronx, New York City is now studying what it dismantled, and what redress requires amid an ongoing overdose crisis.",Alex N. Press,['United States'],United States,en,https://jacobin.com/2026/02/bronx-lincoln-hospital-young-lords,Jacobin,2026-02-19 00:00:00,2026-02-21 21:38:15,jacobin,jacobin_119187946575,nan,nan,['nan'],['nan'],,,7,260,727,994
Mano Dura Comes to Costa Rica,"On Sunday, February 1, Costa Ricans went to the polls to elect a new president and fifty-seven members of congress. The election, which was framed as a referendum on the outgoing administration of Rodrigo Chaves, delivered a resounding victory to his chosen successor, Laura Fernández, who secured over 48 percent of the vote. The campaign was unusually contentious, in part the product of a massive slate of candidates. Leading the pack was Fernández, a member of the Sovereign People Party (PPSO) and former minister of the presidency. On the other side was a highly fragmented field of twenty presidential hopefuls, including the right-of-center National Liberation Party (PLN), the Citizen Agenda Coalition (CAC), and the democratic left Broad Front Party (FAP). These candidates broadly constituted the opposition and trailed the PPSO in vote intention by a significant margin. The campaign defied a series of Costa Rican norms. Chaves contravened electoral law by playing an active role in the campaign, evangelical churches allegedly made a massive effort to mobilize support for Fernández, and several opposition candidates faced ongoing legal issues. The crucial backdrop was a recent spike in violence that played into voters’ concerns over insecurity and led to allegations that drug-trafficking money had penetrated various campaigns. Indeed, worries over security reigned supreme, a factor that usually punishes incumbents but, in this case, served to bolster Fernández, who successfully campaigned on a crime crackdown . Central to this paradox is Chaves himself, whose historic popularity can be traced to a novel approach to Costa Rican politics that masks an otherwise conventional center-right project while presenting a clear break with the country’s democratic tradition. If the elections were a referendum on Chaves, as he himself framed it, voters clearly approve of rodriguismo, a political project with similarities to other right-wing projects in the region but with a specific Costa Rican accent.","Rodrigo Chaves came to power in 2022 presenting himself as an outsider who promised to govern “for the people” and confront political and economic elites. His administration combined a populist political style — marked by vulgar and confrontational rhetoric — with technocratic economic policies. This posture quickly caused tensions with the political establishment and the press, a conflict he relished. Substantively, there was little to differentiate Chaves’s political and economic agenda from that of the technocratic right that has sought to dismantle the remnants of the Costa Rican welfare state since the 1980s. The difference, however, lay in his approach. While these groups had sought to advance such changes gradually and, at least discursively, within the confines of the rule of law, Chaves followed a more aggressive logic, hewing closer to the motto of “move fast and break things,” an approach championed by various far-right leaders who have come to be known colloquially as the “ Chainsaw International . ” His administration launched frontal attacks against what it described as institutional “barriers” to efficiency, including Congress, the public bureaucracy, and the system of checks and balances itself, which he accused of protecting narrow interests and of limiting the executive’s capacity to act quickly and decisively. These rhetorical flourishes masked a deeply mediocre government. Few of its flagship initiatives were translated into law, and many of its proposed structural transformations were derailed amid institutional resistance. Yet these failures did little to weaken Chaves’s political standing, because his popular appeal was less grounded in concrete policy achievements than in permanent confrontation with the two-party order that had dominated Costa Rica for much of the previous six decades. For Chaves, it was politically preferable to fail loudly and blame “captured” institutions and “corrupt elites” than to negotiate with the opposition and risk appearing complicit with the very system he claimed to oppose. The administration’s economic approach, centered on foreign investment, macroeconomic stability, and improvements to the business climate, yielded mixed results. While it brought modest economic growth, much of the labor force remained alarmingly informal, poverty and inequality remained high, and the cost of living continued to creep upward. This precarity was exacerbated by Chaves’s constant attacks on nearly all aspects of the country’s famed welfare state, a strikingly conventional hallmark of his project. Spending on education fell, exacerbating inequalities between public and private schools and urban and rural areas; public universities were targeted with cuts; and the health care system was significantly underfunded, leading to staff shortages and deepening inequalities in access to care. Adding to the population’s precarity was the administration’s broader patriarchal onslaught in the realm of gender politics. Chaves engaged in frequent conflicts over sexual education and “gender ideology,” restricted access to abortion and reproductive health services, and showed little interest in confronting the growing number of femicides. These policies, as well as Chaves’s own history of sexual harassment as a World Bank employee, served to normalize gender-based violence within the broader political project.","Costa Rica’s surge in violent crime should have been a liability for President Rodrigo Chaves’s right-wing party. Instead, his handpicked successor, Laura Fernández, won resoundingly by promising law-and-order policy unencumbered by democratic institutions.",Andrés León Araya,['Costa Rica'],Costa Rica,en,https://jacobin.com/2026/02/costa-rica-fernandez-ppso-security,Jacobin,2026-02-15 00:00:00,2026-02-19 09:49:26,jacobin,jacobin_125010757319,nan,nan,['nan'],['nan'],,,6,308,495,809
What Universal Childcare Should Look Like,"Earlier this month, Mayor Zohran Mamdani and Governor Kathy Hochul unveiled the initial stages of a plan for universal childcare. To discuss the recent history of childcare policy in New York City, and the lessons it may hold for the Mamdani administration, Nathan Gusdorf spoke with Josh Wallack, an early childhood policy expert who served as legislative director to then New York City Council member Bill de Blasio from 2002 to 2006 and later as the city’s deputy chancellor for early childhood, where he helped implement de Blasio’s signature “Pre-K for All” program. In the following interview, edited for length and clarity, Gusdorf and Wallack discuss the meaning of “universal childcare,” why merely providing vouchers is insufficient to ensure that every family has access to high quality childcare, the importance of home-based providers, and the significance of the Hochul-Mamdani childcare agenda.","Thank you for doing this. When you were de Blasio’s legislative director in the City Council in the mid-2000s, were people thinking about universal childcare? Universal childcare was considered to be the longest of long shots and maybe beyond the horizon. Instead, the discussion focused on improving access for the lowest-income New Yorkers. At the federal level, we were still in the throes of the discussions about welfare reform, so childcare was seen mostly as a support for low-income working people to help them stay in the labor force. We tried to shift that discussion in the City Council toward universal childcare, but that was very much a new way of talking about it. Fast forward a decade to de Blasio’s time as mayor. How did the universal pre-K initiative become a priority and a successful project of his administration? He settled on it as a major priority of his campaign early on in 2013. The premise of his campaign was that New York was a “tale of two cities,” and free prekindergarten was critical for the education and development of our youngest learners but also key to addressing the profound inequalities of our city, where some families could afford high-quality prekindergarten and others were left out. Considering that the policy was motivated by concerns about inequality, was there a debate about doing it more as a welfare program rather than as a universal program? How did de Blasio settle on the strong commitment to universality? As far as I know, he never entertained making this a targeted program. He always framed it as a universal program. And I think part of that was Bill de Blasio’s orientation. Substantively, he felt that one program and a unified set of services sent the signal that we were all in it together. And practically, he felt it would prove more politically sustainable if it served everybody and brought together a unified constituency, which I think turned out to be right. Was it always clear that Universal Pre-K would go through the schools? Or was there a decision that had to be made about whether to subsidize private providers instead? Well, he believed that it should be a mix. And he committed pretty quickly to providing about half of the program through the school system and half through the amazing network of community-based organizations that were already providing high-quality prekindergarten to many families. Now, he could have chosen a different agency to implement it, but he saw prekindergarten as part of a school system. The public schools were already universal; he felt that they were a part of the city government that everyone identified as being a common enterprise. Does it make sense to continue using the school system for extending childcare to younger children, down to infancy? If you’re thinking about care for infants and toddlers, you could ask the question: Is this properly thought of as part of our educational system? I would say that since learning begins at birth, if you have an agency that’s devoted to education and learning, there’s no reason why it couldn’t be doing that for the youngest kids. That said, community-based and home-based providers currently provide most of the care for infants and toddlers in New York City, and there is no reason that needs to change — the school system can partner with them as it does for 3-K. A second answer to your question has more to do with the political economy of an administration and where a program can get financial resources and management attention. In that light, I would argue that care for infants and toddlers belongs in a new agency. There are specific needs and concerns that families with the youngest children have and it makes sense to have a management team that wakes up every day concerned with delivering the best services to our youngest learners. It’s challenging for either of the agencies that currently take this on to sustain it. You have an education agency that has a lot to do to serve kids from kindergarten through high school, and a child welfare agency that runs one of the most complicated child welfare operations in the country. That’s why you’ve seen so many states put childcare into a new agency, and more cities are doing that as well. Today everybody seems to be talking about “universal childcare.” But it seems like people mean different things by that term. How would you describe the range of possibilities that are currently imagined by people who talk about universal childcare? I think when people talk about universal childcare, what they mean can vary on a few different dimensions. First, how is it provided? Is it provided through a market-based intervention like a tax credit or voucher that enables families to go out into the market, so to speak, to purchase childcare on their own — or is it a supply-side intervention where government takes an active role in creating new childcare seats and provides those either directly or through contracts with third parties to families? Second, who is providing it? In some cases, public schools do; in other cases, not-for-profit community-based organizations. We also have private businesses providing childcare as well as home-based providers, which can be either not-for-profit or for-profit. The third dimension is: Who is helped? Some people believe that we should just provide subsidies for the lowest-income families, on the theory that people who have enough money to purchase childcare themselves will — and so by giving some help to lower-income families you’ll get to universality. Some people mean what Mayor Mamdani means: provision for all, like public schools, as a way to achieve universal coverage. Within that issue of “who is helped,” there is the question of how much help is actually provided — is it free or just subsidized? We’ve seen some federal plans for universal childcare that say things like, “No one will pay more than X percent of their income.” So it will be public, everyone will receive some assistance, but it will be different amounts for different families and not completely free. Finally, within a program that’s universal, is there targeting for students with disabilities and those who require different services or are you providing exactly the same thing for every child no matter what? Do you think it’s important for childcare to be free in the way that public schools are free? Would it make sense to charge a small fee, or, as some federal proposals have done, cap it as a certain share of your income? Watching the way the issue resonated for New Yorkers twice now should instruct the way we approach it. We saw two mayoral campaigns succeed on a message of free care for all in a city with a politically diverse set of constituencies. When we start to talk about policies in less clear ways — when we talk about percentages of income and qualifications, any sort of means-testing, where we’re dividing one group from another or asking people to calculate whether they’ll qualify — we lose an enormous amount of support. We need to be very clear that we want to provide this the way we provide public school, and that means that it’s free for all. The opposing view would like to adopt as small of a market intervention as possible, seemingly in an effort to win support from political moderates. I think that’s the wrong way to look at it — and it has not succeeded in winning over enough moderates to support making childcare affordable for everyone. So I think we need to view childcare as a right and as part of the public realm that is shared by everybody. This goes back to the history of public schools themselves, which were fought for during Reconstruction. It’s part of the fight to make sure that this country offers what everybody needs to live a dignified life. That’s the way the mayor’s talked about it, and that’s exactly the right way to look at this issue. Given that we have a landscape that includes private providers, what are the policy stakes of giving people vouchers versus directly contracting and providing seats through the city? When we rely on vouchers mainly to solve the problem, we’re not able to ensure that every family will be able to find a high-quality program close to them that works for their child. The theory that if we just subsidize the income of families, the market will sort out the rest has not proven true. That’s why you continue to see huge waiting lists for vouchers, childcare “deserts” where there are not enough seats for kids that need them, and high-quality providers with empty seats. If this mechanism was going to work, it would have worked by now. Instead, this policy area requires direct support, where the municipal government steps in and takes responsibility for making sure that every family has a seat that meets their needs. Local government must communicate with families and have the ability to adjust the location of seats. This is the system that finally worked for Pre-K for All. And that’s the approach that we need to replicate. Is there a difference in the level of government influence or regulation that comes along with the city directly providing seats as opposed to providing vouchers? As we were implementing the Pre-K for All, we wanted to ensure that every family would get a free, full-day, high-quality seat. So we were in constant communication with families to make sure that we were living up to our promise. “High quality” meant that we did a lot to ensure that all providers had the support that they needed to create excellent developmental experiences for kids; it meant we developed curriculum support in collaboration with educators in our system. Coaches visited every program and met program leaders and teachers to offer them professional learning. Excellent social workers worked with families and kids to make sure children were developing socially and emotionally. We knew that because this was a publicly provided service, the city was responsible for assuring the quality level. I think that when you take a demand-based approach and you issue the vouchers, you’re buying into the logic that the market will “punish those that don’t provide high-quality service” and that “people will vote with their feet.” That approach was never consistent with our values, but I also think that it does not bear out. We were only able to provide that assurance of quality when the public sector showed its willingness to step in. Given what the governor and the mayor have announced, where are we? What do you think has been accomplished? What remains to be done? It’s hard to overstate what a significant step forward this was, with the governor and mayor announcing that the state would expand pre-K throughout New York State, begin the process of implementing 3-K throughout New York State, support the city’s efforts to fix 3-K, begin the implementation of what we call “2-Care,” and also support the mayor’s vision of universal childcare. We should keep in mind that the New York State legislature made a commitment in 1997 to universal prekindergarten, but we never saw that fully implemented because nobody attended to the politics of implementation. So far, this administration is attending to that, and that’s so hopeful. By the politics of implementation, I mean that the mayor and his team recognize the need for continued work to advance the goal. You need to design the implementation so that at each stage it shows people what is possible. For example, as they roll out 2-Care, rather than starting with means-testing people and echoing some of the failed approaches of the past, they will target areas of the city where the need is greatest and give it to everybody, so that everyone can see what care with a public universal approach looks and feels like. How does this differ from de Blasio’s roll out of universal pre-K? Are there certain lessons learned about what to do or what not to do? It’s going to look different in a few really important ways. The first and most important is that home-based providers will be at the very center of this implementation. We know that there is a tremendous opportunity to partner with home-based providers on this, and they are, in many cases, already providing really high-quality services to our youngest kids. Under the de Blasio administration, we made the mistake of leaving home-based providers out of the implementation of pre-K. The second difference is that we did not pay enough attention to the needs of students facing delays and disabilities. The system for what we call prekindergarten special education was largely run by the state. Rather than trying to take on more of it, we left it alone. I think that this administration intends to address the entire continuum of services for students with disabilities and delays from birth to age five, under the rubric of universal care. Why were home-base providers left out of the implementation of Universal Pre-K? There are a couple reasons, some more legitimate than others. There was a bias against believing that home-based care could be really high quality. That was a mistake. The field has evolved in the past fifteen years to update views on that, largely because of the hard work and advocacy of talented home-based providers. There are also administrative difficulties with a system that features home-based providers, because they serve fewer kids per site than a childcare center does. A center may have four classrooms with pre-K serving eighty kids. A home-based provider will typically have six to twelve kids, depending on their size, who are a mix of ages. So you wind up with many, many more sites in a system that incorporates home-based providers, making it more difficult to administer all of the services that you want to provide. I think that that can be tackled. But it was daunting, as we were rolling out Pre-K for All, to figure out how to incorporate this set of providers. One final question: When de Blasio initially proposed universal pre-K, he wanted to fund it with a tax on the rich. Ultimately, however, he wound up with Universal Pre-K but without the tax on the rich. Do you think that can happen again? The simple answer is that, ultimately, we need a permanent, sustainable progressive revenue source for universal childcare. It was possible to get Pre-K for All, and most of 3-K for All, up and running through a commitment from the city and state and federal support to fund it. But under the [Eric] Adams administration, those programs, despite their popularity, were vulnerable to cuts. We need a specific, sustainable revenue source to support these programs if they’re going to be sustainable. Otherwise, they will stay vulnerable.","A universal childcare policy that ensures adequate care for all families will not means test or rely only on vouchers to subsidize private providers. It should be free for all, with government taking direct responsibility for providing childcare seats.",Josh Wallack,['United States'],United States,en,https://jacobin.com/2026/02/universal-childcare-mamdani-hochul-de-blasio,Jacobin,2026-02-17 00:00:00,2026-02-19 09:50:46,jacobin,jacobin_163802476498,nan,nan,['nan'],['nan'],,,6,141,2485,2632
