title,lead,body,headline,alternative_headline,description,keywords,article_section,in_language,canonical_url,publisher_name,date_published,date_accessed,sources,credit,article_id,title_words,lead_words,body_words,text_words_total
Les entreprises suisses à la conquête du marché irakien | RTS,"Après des décennies de guerre, l’Irak attire à nouveau les investisseurs étrangers, 64 milliards de dollars ont été injectés en moins de deux ans. Ce regain d’intérêt s’inscrit dans une stratégie de diversification économique, alors que le pays reste dépendant à 95% de ses revenus pétroliers. Un an après l’ouverture de l’ambassade suisse à Bagdad, les entreprises helvétiques commencent à explorer les opportunités du marché irakien.","Au moins 25 sociétés suisses opèrent sur le marché irakien. Il s’agit principalement de multinationales ou de grandes sociétés opérant dans les secteurs pharmaceutiques, des infrastructures électriques, de l’agroalimentaire et des biens de consommation. Cette dynamique s’est accélérée depuis la réouverture de l’ambassade suisse à Bagdad, il y a un an, après 33 ans d’absence. Depuis sa nomination, l’ambassadeur Daniel Hunn s’attèle à renforcer les relations économiques entre les deux pays. ""Le pays est devenu beaucoup plus stable qu’il ne l’était par le passé. L’initiative de diversification économique est une excellente opportunité pour les entreprises suisses désireuses de s’implanter sur le marché"", explique-t-il jeudi dans La Matinale. Le made in Switzerland séduit les Irakiens Les besoins en investissements en Irak se chiffrent à près de 450 milliards de dollars. Un potentiel que Rasha Oudeh, femme d’affaires chevronnée d’origine jordanienne installée à Zurich, entend bien exploiter. Active depuis 18 ans dans le secteur pharmaceutique irakien, elle vient de fonder la Swiss Iraqi Business Association, une plateforme destinée à faciliter les échanges entre entreprises suisses et irakiennes. ""Créer des connexions entre l’Irak et la Suisse, pas uniquement avec les grands groupes, mais aussi avec les PME, est essentiel"", souligne-t-elle. ""L’Irak dispose chaque année d’environ 150 milliards de revenus pétroliers. Les ressources sont là, mais le pays a besoin de partenaires pour se reconstruire et moderniser son secteur privé"", ajoute-t-elle. Selon elle, la Suisse bénéficie d’une image forte auprès des Irakiens: ""Pour eux, la Suisse, c’est la qualité, l’égalité, la tranquillité. Ils respectent tout ce qui vient de Suisse."" Appel aux banques suisses pour moderniser l’Irak Mohammed al Najar, PDG du Fonds irakien pour le développement et conseiller du Premier ministre en matière d’investissements, insiste sur l’importance de la qualité et du transfert de compétences dans les partenariats économiques. Selon lui, la législation irakienne privilégie les offres qui apportent les meilleures conditions au pays — et non simplement les prix les plus bas. ""Par exemple: formation, transfert de savoir-faire, les garanties, tout cela… et les Suisses sont les meilleurs dans ce domaine"", affirme-t-il. Il souhaite également renforcer la coopération bancaire: ""Je vais parler à plusieurs banquiers pour essayer de convaincre les banques suisses de venir ici afin qu’elles nous aident à faire un système bancaire irakien basé sur le savoir-faire suisse"". Un marché prometteur, mais fragile. Malgré la stabilité relative de l’Irak, l’ambassadeur suisse Daniel Hunn souligne que les tensions régionales, comme le conflit entre Israël et l’Iran, freinent la volonté des entreprises étrangères de s’implanter dans le pays. ""Cette instabilité dans la région est très mauvaise pour un pays qui est en train justement de se développer économiquement et de construire un cadre économique qui est intéressant pour les investisseurs étrangers"", explique-t-il. A ces incertitudes géopolitiques s’ajoutent les ingérences extérieures, l’instabilité politique, la corruption ainsi que de difficiles réformes institutionnelles. Autant de freins à la confiance des investisseurs, pourtant cruciale pour la reconstruction de l’Irak.",Les entreprises suisses à la conquête du marché irakien,Economie: Les entreprises suisses à la conquête du marché irakien,"Après des décennies de guerre, l’Irak attire à nouveau les investisseurs étrangers, 64 milliards de dollars ont été injectés en moins de deux ans. Ce regain d’intérêt s’inscrit dans une stratégie de diversification économique, alors que le pays reste dépendant à 95% de ses revenus pétroliers. Un an après l’ouverture de l’ambassade suisse à Bagdad, les entreprises helvétiques commencent à explorer les opportunités du marché irakien.","['ambassade', 'banque', 'Economie', 'entreprise', 'Économie', 'économie', 'Économie et finances', 'étranger', 'guerre', 'investissement', 'Investissements', 'Irak', 'Macro-économie', 'Monde', 'Suisse']",Info,fr,https://www.rts.ch/info/economie/2025/article/entreprises-suisses-en-irak-opportunites-et-defis-d-un-marche-prometteur-28980688.html,Radio Télévision Suisse,2025-08-28 09:23:01,2026-02-11 21:39:03,['Sujet radio: Anne Sophie Le Mauff'],['Adaptation web: Miroslav Mares'],28980688,11,66,483,560
"Le plus grand risque pour l'Europe en 2026 est la ""révolution politique américaine"" | RTS","La semaine dernière, la société d'analyse politique Eurasia Group a publié son rapport annuel sur les principaux risques politiques les plus susceptibles de se concrétiser au cours de l'année. Selon elle, le plus grand danger pour 2026 concerne la ""révolution politique américaine"" en cours.","Les Etats-Unis démantèlent leur propre ordre mondial, estime l'Eurasia Group, ce qui a un impact majeur sur le reste de la planète, et notamment l'Europe. Les auteurs de l'étude sur les ""top risks"" décrivent même une ""Europe assiégée"". Federico Santopinto, directeur de recherches et responsable du programme Europe à l'Institut de relations internationales et stratégiques (IRIS), partage ce constat et évoque un basculement historique. ""L'Europe est certainement assiégée sur deux fronts. Le front Est, avec la guerre en Ukraine et l'agression de la Russie vis-à-vis d'un pays indépendant, qui compromet aussi la stabilité et la sécurité de l'Europe"", décrit-il dans l'émission Tout un monde de la RTS lundi. ""Elle est assiégée désormais également sur son front Ouest, avec les velléités expansionnistes des Etats-Unis et de Donald Trump, qui veut annexer le Groenland"". >> Lire aussi : L'escalade verbale se poursuit entre l'Europe et les Etats-Unis au sujet du Groenland Progression de l'extrême droite Paul Maurice, secrétaire général du Comité d'étude des relations franco-allemandes à l'Institut français de relations internationales (IFRI), souligne quant à lui que si l'Europe est assiégée ""de manière externe"", elle l'est également ""de manière intérieure"". L'étude d'Eurasia Group pointe en effet la vulnérabilité des trois grandes puissances européennes, la France, l'Allemagne et le Royaume-Uni. Leurs gouvernements sont fragiles, impopulaires et menacés par la progression des partis d'extrême droite, ce qui renforce le climat d'incertitude politique sur le continent. ""Quand on regarde les sondages d'opinion dans ces trois pays, on voit que des partis d'extrême droite - des partis populistes prônant une forme d'illibéralisme - sont en tête dans les sondages et pourraient gagner les prochaines élections"", indique Paul Maurice. Affaiblir l'Union européenne Cette montée du populisme représente une menace, selon les experts, car ces partis sont ouvertement soutenus par la Russie, mais désormais aussi par les Etats-Unis. Le président américain Donald Trump veut appuyer les mouvements patriotiques européens pour renverser les gouvernements en place et affaiblir l'Union européenne, jugée hostile aux intérêts américains. ""Il y a une volonté d'avoir des gouvernements davantage complaisants vis-à-vis du régime en place en Russie ou aux Etats-Unis"", explique Paul Maurice. ""On va donc favoriser ces partis par le biais des réseaux sociaux, de guerres hybrides ou de guerres informationnelles"". Pour Federico Santopinto, l'objectif de Donald Trump est de ""détruire l'Union européenne"". ""Il est plus difficile de négocier avec l'Union européenne qu'avec 27 petits pays divisés"", souligne-t-il, précisant que cette volonté de déstabiliser les régimes démocratiques en Europe apparaît clairement dans la Stratégie nationale de sécurité américaine , parue en décembre 2025. ""Il y est clairement dit que l'Union européenne est un problème, si pas un ennemi à abattre"", ajoute l'expert. >> Lire aussi : Donald Trump anticipe ""l'effacement civilisationnel"" de l'Europe et réajuste sa stratégie de défense internationale Dépendance envers les Etats-Unis Aujourd'hui, les pays européens ont du mal à se positionner face à cette bascule historique. Autrefois garants de leur sécurité, les Etats-Unis menacent désormais les démocraties et les économies européennes. Cela a pu s'observer lors de la guerre commerciale sur les tarifs douaniers, mais également avec le Groenland, territoire danois que revendique Donald Trump. ""L'Europe est complètement tétanisée. Et si elle a réagi de manière molle vis-à-vis des menaces d'annexion de Donald Trump, c'est à cause de la guerre en Ukraine"", estime Federico Santopinto. ""Les Européens ont peur de froisser Donald Trump. Ils savent bien qu'il pourrait remettre en question le vague soutien qu'il continue à fournir aux Ukrainiens"". Cette dépendance européenne à l'égard des Etats-Unis s'observe également sur le plan économique et stratégique. L'Europe dépend d'un allié de plus en plus hostile pour assurer sa sécurité, notamment vis-à-vis de la menace russe. >> Lire aussi : Face au désengagement américain, l'Europe doit ""réfléchir à sa sécurité militaire"", affirme Camille Grand ""Ce qui tétanise les Européens aujourd'hui, c'est que l'on a un Etat fondateur de l'Otan qui menace un autre Etat membre. Il y a donc une transformation de cette Otan en une sorte de Pacte de Varsovie, où une puissance dominante veut régenter et mettre à sa botte les autres Etats"", analyse Paul Maurice. Nouvel ordre mondial Les Européens assistent donc, impuissants, à la disparition de l'ancien ordre mondial, un système en place depuis 80 ans, fondé sur le droit international, les Nations unies, et mis en pièce par les Etats-Unis eux-mêmes, qui en étaient les protecteurs. ""Aujourd'hui, on est clairement dans un monde pré-1940. On revient dans des logiques de puissance arbitraires, un monde fait de loups, défini par les rapports de force, sans règles, sans institutions, sans principes"", se désole Federico Santopinto. ""Et surtout, les actions de Donald Trump et des Etats-Unis déstabilisent le monde structurellement à long terme. Et ça, on en paiera les conséquences progressivement et dans le temps"". Mais l'Europe ne manque pas de ressources, selon Federico Santopinto et Paul Maurice: elle doit défendre son modèle démocratique, son industrie, renforcer le processus d'intégration européenne, pour développer une défense et une politique étrangère commune. Les experts l'appellent donc à s'unir davantage, pour résister aux menaces des grandes puissances.","Le plus grand risque pour l'Europe en 2026 est la ""révolution politique américaine""","Monde: Le plus grand risque pour l'Europe en 2026 est la ""révolution politique américaine""","La semaine dernière, la société d'analyse politique Eurasia Group a publié son rapport annuel sur les principaux risques politiques les plus susceptibles de se concrétiser au cours de l'année. Selon elle, le plus grand danger pour 2026 concerne la ""révolution politique américaine"" en cours.","['Donald Trump', 'Europe', 'expert', 'extrême droite', 'Élections', 'États-Unis', 'étude', 'gouvernement', 'menace', 'Monde', 'parti politique', 'Paul Maurice', 'politique', 'Politique', 'Relations internationales', 'révolution', 'risque', 'sécurité']",Info,fr,https://www.rts.ch/info/monde/2026/article/l-europe-face-a-la-menace-americaine-un-nouvel-ordre-mondial-en-2026-29115321.html,Radio Télévision Suisse,2026-01-13 15:12:26,2026-02-11 21:39:13,['Sujet radio: Malika Nedir'],['Adaptation web: Emilie Délétroz'],29115321,15,44,834,893
Concours Jeux olympiques Milan-Cortina 2026 – Participez et gagnez l’un de nos nombreux prix ! | RTS,,"A gagner Grand prix final Une journée de ski exclusive pour deux personnes avec le champion du Monde Loïc Meillard incluant un équipement complet d’une valeur de 20'000 francs, offert par Ochsner Sport. Autre prix, chaque jour Un week-end en hiver dans les montagnes suisses pour deux personnes d’une valeur de 1’000 francs , offert par Allianz Délai de participation Chaque concours démarre à la diffusion du clip vidéo avant la diffusion. Le délai de participation se termine chaque jour de concours à 22h, sauf le 22 février où il se terminera à 16h. Modes de participation Il suffit de répondre lors de chaque jour de compétition à la question qui sera posée à l’antenne : Téléphone : 0901 44 55 01 ou 0901 44 55 02 selon la réponse choisie (1,20 CHF/appel) Internet : concours.rts.ch/jo (gratuit) Gagnant.e.s et prix 07.02.2026 Week-end: Raphaël Deschenaux, Cottens 08.02.2026 Week-end: Arnold Theres, Staffelbach 09.02.2026 Week-end: Sonja Weber, Cham 10.02.2026 Week-end: Alfred Heis, Mönchaltorf Autres conditions Plusieurs participations par personne sont possibles. Les lots sont attribués par tirage au sort parmi toutes les réponses. Le grand prix final sera tiré au sort à la fin de la saison, parmi toutes les réponses du concours. Les participant.e.s ont les mêmes chances de gain, quel que soit le moyen de participation utilisé. Sont autorisées à participer au concours les personnes âgées de 18 ans minimum, résidantes en Suisse ou dans la Principauté du Liechtenstein. La participation des mineurs nécessite le consentement de leurs représentants légaux. Le nom des gagnants sera publié sur cette même page; chaque gagnant.e sera informé.e et contacté.e personnellement pour la remise de son prix. Pour les prix en nature d'une valeur supérieure à CHF 1000.-, une confirmation du lieu de résidence de la gagnante ou du gagnant est requise avant la remise du prix. Dès que la confirmation de résidence a été reçue, le prix en nature pourra être remis. Le gain doit être déclaré dans la déclaration d'impôt personnelle. Les prix restent la propriété des sponsors jusqu'à leur remise aux gagnant.e.s. Si un.e gagnant.e ne peut pas être contacté.e dans un délai raisonnable, un nouveau tirage au sort sera effectué. Le concours «Jeux Olympiques Milan-Cortina 2026 » est organisé conjointement par la RTS, la RSI et la SRF. Les collaborateurs de la RTS, la RSI, la SRF, les sponsors du concours, ainsi que les membres de leur famille, ne peuvent pas participer à ce concours. Les données personnelles des participant.e.s seront uniquement utilisées par la RTS, la RSI, la SRF et les sponsors, pour contacter les gagnant.e.s du concours. Toutes autres utilisations des données personnelles des participant.e.s sont exclues. La RTS se réserve le droit d'adapter à tout moment les conditions de participation. Tout recours juridique est exclu. La Charte de confidentialité et l’article 8 des Conditions Générales du site RTS.ch s’appliquent à ce concours.",Concours Jeux olympiques Milan-Cortina 2026 – Participez et gagnez l’un de nos nombreux prix !,Articles: Concours Jeux olympiques Milan-Cortina 2026 – Participez et gagnez l’un de nos nombreux prix !,"Du 7 au 22 février 2026, rendez-vous sur la RTS et tentez votre chance !","['Articles', 'données personnelles', ""Jeux olympiques d'hiver de 2026"", 'Loïc Meillard', 'médias de masse', 'nature', 'Radio télévision suisse', 'Radiotelevisione svizzera di lingua italiana', 'Schweizer Radio und Fernsehen', 'Sport']",,fr,https://www.rts.ch/articles/2026/article/concours-jo-milan-cortina-2026-29123091.html,Radio Télévision Suisse,2026-01-29 09:30:57,2026-02-11 21:39:14,[],[],29123091,17,0,474,491
"Les Etats-Unis ""veulent détruire l'Union européenne"" | RTS","La volonté de Donald Trump d’acquérir le Groenland - assortie de chantage et de menaces - semble avoir été la goutte qui a fait déborder le vase: l’Europe s’est montrée plus ferme envers les Etats-Unis et déterminée à défendre la souveraineté de l’île arctique, territoire autonome et juridiquement rattaché au Royaume du Danemark.","Nicole Gnesotto*, historienne, spécialiste des questions européennes et de sécurité et vice-présidente de l'Institut Jacques Delors revient dans Géopolitis sur ce récent bras de fer, les importantes dissensions entre la première puissance militaire mondiale et les autres membres de l’Otan, mais aussi sur les atouts que l’Europe a en main pour s’émanciper. Extraits de l'entretien. Géopolitis: Les Etats-Unis sont-ils encore les alliés de l’Europe ? Nicole Gnesotto: Le problème d'un allié, c'est la confiance que vous mettez en lui. La difficulté aujourd'hui, c'est qu'une bonne partie des Européens continuent de penser qu'ils ne peuvent pas se défendre seuls contre la Russie; qu'il y a une menace russe et que donc il faut avaler toutes les couleuvres parce qu’en cas d'attaque russe, seule l'Amérique peut les défendre. Une autre partie des Européens sont de plus en plus sceptiques vis-à-vis de ce scénario. Si la Russie attaque, est-ce que l'Amérique va nous défendre? Rien n'est moins sûr, puisque Trump dit lui-même que Poutine est un type formidable et que ce sont les Ukrainiens qui ne veulent pas la paix. Donc, raison de plus pour les Européens d'essayer de construire les éléments de leur propre autonomie de défense. On a aujourd'hui cette division en Europe qui fait que, pour l'instant, tout le monde fait semblant de croire que l'Otan est indispensable. Une bonne partie, en revanche, se pose la question de savoir non pas si l'Otan est indispensable, mais si l'Amérique les défendra contre la Russie. Mais il y a une vraie dépendance de l’Europe envers les Etats-Unis. Pour veiller à sa souveraineté, ne faudrait-il par exemple plus acheter d’armes américaines car le système informatique est lié aux Etats-Unis ? Oui, c'est vrai. Maintenant tout le monde a découvert que les Américains avaient la main sur les F35 ! Mais les Européens ont des armes ou en tous les cas des arguments à faire valoir pour avoir l'autonomie: ils pourraient menacer de ne plus jamais acheter d'armes américaines. Or, l'industrie américaine d'armement dépend à plus de 50 % de ses ventes en Europe, c'est un argument de poids. Deuxièmement, ils pourraient se décider de remplacer ces F35 par des Rafale [avion de combat français]. On n'est pas sans cartes pour répondre au chantage américain. Mais l'Europe n'est pas prête ? Psychologiquement, vous avez raison. Mais techniquement, politiquement, économiquement, on a tout ce qu'il faut pour empêcher ce chantage américain. Nous pensons que seule l’Amérique peut nous sauver… Nous le pensons encore, mais ça ne va pas durer je pense. Les Etats-Unis n'ont jamais vu d'un bon œil l'Union européenne. Mais aujourd’hui leur objectif est-il clairement son implosion ? Tout à fait. C'est écrit en toutes lettres pratiquement dans la Stratégie nationale de sécurité, publiée en décembre par les Etats-Unis, et qui est donc un texte officiel de la stratégie américaine. Ils veulent détruire l'Union. Parce qu'à la différence des Européens qui n'ont pas confiance en eux-mêmes, les Américains savent très bien que l'Union européenne est le seul cadre possible pour éventuellement créer une puissance européenne. C'est le seul cadre possible pour transformer 27 pays en une puissance politique importante. Et ça, ils n'en veulent pas. Ce qu'ils veulent, c'est négocier bilatéralement avec 27 ""petits pays"", c'est casser la structure institutionnelle de l'Union européenne. C'est pour ça que Trump dit: ""Moi j'adore les Européens, mais je déteste l'Union européenne."" Quels sont les moyens de réponse de l'Europe ? On a aujourd’hui, en Europe comme aux Etats-Unis, un sentiment de défiance assez grand vis-à-vis de la démocratie traditionnelle de la part de nos classes moyennes qui ne s'enrichissent plus, ou pour lesquelles l'ascenseur social est bloqué. Il faut faire à nouveau aimer la démocratie par nos populations, leur montrer que c'est la seule façon de s'en sortir. *Auteure de Fractures dans l'Occident paru aux éditions Odile Jacob 2025","Les Etats-Unis ""veulent détruire l'Union européenne""","Monde: Les Etats-Unis ""veulent détruire l'Union européenne""","La volonté de Donald Trump d’acquérir le Groenland - assortie de chantage et de menaces - semble avoir été la goutte qui a fait déborder le vase: l’Europe s’est montrée plus ferme envers les Etats-Unis et déterminée à défendre la souveraineté de l’île arctique, territoire autonome et juridiquement rattaché au Royaume du Danemark.","['arme', 'Donald Trump', 'Europe', 'États-Unis', 'menace', 'Monde', 'Politique', 'Relations internationales', 'souveraineté', 'UE']",Info,fr,https://www.rts.ch/info/monde/2026/article/tensions-usa-ue-l-europe-peut-elle-s-emanciper-de-la-tutelle-americaine-29134266.html,Radio Télévision Suisse,2026-01-31 07:33:03,2026-02-11 21:39:07,['Propos recueillis par Laurent Huguenin-Elie'],['Adaptation web: Natalie Bougeard'],29134266,8,53,633,694
"A Niscemi, en Sicile, de multiples questions après un glissement de terrain impressionnant | RTS","Depuis une semaine, c'est la stupeur dans la petite ville sicilienne de Niscemi: après le grand glissement de terrain qui a balafré la région et emporté plusieurs routes et maisons, toute l'Italie se demande pourquoi personne n'a pu prévoir la catastrophe alors que le danger était connu.","La ville de Niscemi se trouve désormais au sens littéral au bord du gouffre. Après de fortes pluies, un tronçon de falaise d'environ quatre kilomètres de long s'est effondré à la périphérie de la ville. Plusieurs maisons, routes et véhicules ont été emportés, sans toutefois faire de blessés, et des dizaines d'autres se trouvent dangereusement perchés au bord du précipice. Par crainte d'un nouvel effondrement, une ""zone rouge"", interdite à tout passage et longue de près de 150 mètres, a ensuite été mise en place, entraînant l'évacuation de plus de 1500 habitants. Pourquoi le danger n'a-t-il pas été détecté? A Niscemi et dans toute l'Italie, l'heure est aujourd'hui au questionnement. Pourquoi le danger n'a-t-il pas été détecté plus tôt? Car la terre a déjà glissé près de la localité: il y a près de trente ans, en 1997, des maisons se sont effondrées lors d'un glissement de terrain au même endroit. Mais aucune mesure particulière n'a été prise. On a continué à vivre et à construire sur une colline composée de sable et d'argile friable. Un permis de construire régulier Une riveraine qui a dû quitter sa maison précipitamment a déclaré à la télévision italienne RAI qu'elle n'était au courant de rien. Sa maison dispose en effet d'un permis de construire régulier. ""Je ne l'aurais jamais construite là-bas si j'avais su le danger qui nous guettait."" La justice italienne veut maintenant déterminer qui a failli et quelles sont les négligences. Le parquet a ouvert une procédure contre X. La protection civile affirme que le terrain près de la ligne de rupture continue de bouger fortement. Le gouffre pourrait engloutir d'autres parties de la petite ville. C'est pourquoi il faut s'attendre à des évacuations supplémentaires. Jeudi, la Première ministre Giorgia Meloni s'est rendue à Niscemi pour se faire une idée. On se procurera les informations nécessaires, puis les moyens financiers nécessaires suivront, communiquent les autorités. Mais c'est justement sur ce point qu'il y a des craintes. Car après le glissement de terrain de 1997, des centaines de victimes ont dû attendre des décennies pour obtenir une indemnisation. Des zones de danger non répertoriées En Italie, il manque encore un répertoire exhaustif des zones de dangers. Les dégâts de Niscemi ne sont pas les seuls. Les fortes pluies de ces dernières semaines ont laissé une traînée de dévastation dans tout le pays, mais surtout dans le sud de l'Italie. La mer déchaînée a emporté des maisons entières, des routes, des lignes ferroviaires. Depuis les airs, on voit de profondes fissures qui traversent le paysage. L'Italie, en grande partie accidentée, est un pays fragile, explique le géologue Rodolfo Carosi: ""C'est un fait connu, mais il manque encore un répertoire exhaustif des zones de danger."" Actuellement, seule la moitié du territoire italien figure sur la carte des dangers géologiques. Pour la prévention et pour réparer les dégâts à Niscemi et ailleurs, il faudrait des milliards. L'opposition de gauche mais aussi le Parlement régional sicilien demandent de prélever l'argent du projet de pont devant relier la Sicile au continent. Le gouvernement italien veut en effet construire un gigantesque ouvrage suspendu de plus de trois kilomètres de long, mais le projet est bloqué en raison de divers problèmes. Beaucoup de Siciliens sont d'avis qu'avant de construire ce pont, il faut déjà sécuriser les maisons et les routes existantes.","A Niscemi, en Sicile, de multiples questions après un glissement de terrain impressionnant","Monde: A Niscemi, en Sicile, de multiples questions après un glissement de terrain impressionnant","Depuis une semaine, c'est la stupeur dans la petite ville sicilienne de Niscemi: après le grand glissement de terrain qui a balafré la région et emporté plusieurs routes et maisons, toute l'Italie se demande pourquoi personne n'a pu prévoir la catastrophe alors que le danger était connu.","['Catastrophe naturelle', 'danger', 'Désastres', 'Désastres et accidents', 'Dialogue', 'éboulement', 'Glissement de terrain', 'Italie', 'Monde', 'Niscemi', 'pont', 'Sicile']",Info,fr,https://www.rts.ch/info/monde/2026/article/glissement-de-terrain-en-sicile-niscemi-face-a-une-catastrophe-previsible-29134931.html,Radio Télévision Suisse,2026-01-31 14:23:21,2026-02-11 21:39:05,['Franco Battel (SRF) / ain'],[],29134931,15,47,552,614
"Simone de Montmollin: ""Nous avons déjà un dispositif consistant et cohérent"" pour la lutte climatique | RTS","La population suisse se prononcera le 8 mars sur la création d'un fonds climat. Simone de Montmollin, conseillère nationale PLR genevoise, qui incarne le non bourgeois à cette initiative, a estimé mardi dans La Matinale que le système actuel était suffisant pour lutter contre le réchauffement climatique.","""Nous ne sommes pas ici dans un débat pour ou contre la protection du climat"", a lancé d'emblée la conseillère nationale Simone de Montmollin, qui a assuré ne pas être opposée à la lutte contre la crise climatique. La libérale-radicale juge toutefois la méthode de l'initiative pour y parvenir problématique. ""Des mesures sont nécessaires et importantes. Mais nous avons déjà un dispositif légal consistant et cohérent en Suisse, qui a réuni des majorités non seulement au Parlement, mais aussi massivement au sein de la population. C'est sur ce dispositif que nous entendons mener une politique climatique responsable"", a argumenté l'élue genevoise. L'initiative pour un fonds climat soumise en votation le 8 mars demande que la Suisse investisse chaque année entre 0,5% et 1% de son produit intérieur brut dans la transformation écologique du pays. Le montant annuel, compris entre 3,9 et 7,7 milliards de francs, servirait à financer des mesures de protection du climat et de la nature. >> Lire à propos de l'initiative : Un fonds climat pour financer les énergies renouvelables et la biodiversité en Suisse? Le texte, lancé par le Parti socialiste et les Vert-e-s, est rejeté par l'ensemble des autres formations représentées au Parlement. Le premier sondage SSR indique une avance du camp du non (60%). ""Aucune garantie"" d'aller plus vite Chaque année en Suisse, quelque 2 milliards de francs sont dédiés au climat. Pour les partisans de l'initiative, ce montant est insuffisant. Les initiantes et initiants pointent en outre les coupes dans les politiques climatiques de la Confédération, alors que d'importants investissements publics sont nécessaires selon eux pour promouvoir les énergies renouvelables. D'après Simone de Montmollin, l'idée d'un fonds climat n'est pas nouvelle. ""Elle figurait déjà dans le paquet de la révision de la loi sur le CO2 en 2021, qui avait été refusée par le peuple, car ce fonds était essentiellement alimenté par des taxes."" Avec ce nouveau texte, ""il n'y a aucune garantie"" que les objectifs climatiques soient atteints plus rapidement avec davantage de moyens, ajoute la Genevoise, qui estime que ""cela dépend aussi de projets efficaces et de mesures ciblées"". ""C'est ne pas tenir compte d'autres priorités et contraintes auxquelles la Suisse fait face, notamment en matière politique financière et budgétaire"", a-t-elle poursuivi. >> Lire aussi l'interview de Lisa Mazzone pour le camp du oui : Lisa Mazzone: ""Un fonds climat permettrait de créer des emplois et de la valeur ajoutée"" Crainte d'un endettement massif Un fonds climat tel que le prévoit l'initiative ""endetterait la Suisse pendant des décennies"", selon Simone de Montmollin, raison pour laquelle les opposantes et opposants contestent ""la rigidité et l'ampleur de la mesure"" ainsi que ""la dette massive qu'elle va faire porter sur les générations futures"". Pour la conseillère nationale, le système suisse et le principe du frein à l'endettement permettent ""une gestion durable et saine des finances"". ""C'est aussi ça, protéger le climat. Si les générations futures croulent sous les dettes, elles seront limitées pour pouvoir agir"", a-t-elle argumenté. Selon l'élue, il faut également prendre en compte le ""coût de la mauvaise action"". ""Des subventions inefficaces, une dette et un financement extrêmement rigide ne représentent pas une politique responsable [...] Je ne pense pas qu'en s'endettant massivement pour une dizaine d'années, nous allons apporter une plus-value pour la lutte en faveur du climat"", a-t-elle insisté. Et la Genevoise de répéter que la Suisse dispose d'""outils flexibles et dynamiques qui permettent précisément d'agir là où on peut avoir un impact"".","Simone de Montmollin: ""Nous avons déjà un dispositif consistant et cohérent"" pour la lutte climatique","Suisse: Simone de Montmollin: ""Nous avons déjà un dispositif consistant et cohérent"" pour la lutte climatique","La population suisse se prononcera le 8 mars sur la création d'un fonds climat. Simone de Montmollin, conseillère nationale PLR genevoise, qui incarne le non bourgeois à cette initiative, a estimé mardi dans La Matinale que le système actuel était suffisant pour lutter contre le réchauffement climatique.","['Changement climatique', 'climat', 'Environnement', 'initiative', 'Lisa Mazzone', 'Politique', 'population', 'Simone de Montmollin', 'Suisse']",Info,fr,https://www.rts.ch/info/suisse/2026/article/fonds-climat-simone-de-montmollin-defend-le-dispositif-actuel-contre-l-initiative-29138340.html,Radio Télévision Suisse,2026-02-10 09:09:55,2026-02-11 21:39:06,['Propos recueillis par Pietro Bugnon'],['Article web: iar'],29138340,17,47,573,637
"Pourquoi février 2026 est un ""mois parfait""? | RTS","Le mois de février 2026 commence un dimanche et compte exactement 28 jours, une combinaison qui, sur les calendriers qui placent le dimanche en premier, aligne chaque jour de la semaine quatre fois, formant une grille parfaitement symétrique.","Un ""mois de février parfait"" se produit lorsque l'année est non bissextile et qu'elle débute un jeudi ou un vendredi. Le 1er février tombe alors un dimanche ou un lundi, ce qui crée une grille rectangulaire régulière avec exactement quatre semaines complètes avant de passer au mois suivant. Selon les conventions des calendriers, la semaine peut commencer soit le dimanche, comme c’est le cas dans plusieurs pays anglophones comme les Etats‑Unis ou l'Australie, soit le lundi, comme en Europe. Sur les calendriers qui placent le lundi en première position, un ""mois parfait"" a été observé en février 2015 et en février 2021. Le prochain aura lieu en 2027. A l’échelle de l’histoire, on compte un mois parfait tous les 6 ou 11 ans pour chaque calendrier, indique l'AFP.","Pourquoi février 2026 est un ""mois parfait""?","Société: Pourquoi février 2026 est un ""mois parfait""?","Le mois de février 2026 commence un dimanche et compte exactement 28 jours, une combinaison qui, sur les calendriers qui placent le dimanche en premier, aligne chaque jour de la semaine quatre fois, formant une grille parfaitement symétrique.","['AFP', 'Jour férié', 'Loisirs', 'Société', 'Vacances', 'Vie quotidienne et loisirs']",Info,fr,https://www.rts.ch/info/societe/2026/article/fevrier-2026-un-mois-parfait-avec-4-semaines-completes-au-calendrier-29139994.html,Radio Télévision Suisse,2026-02-04 15:42:29,2026-02-11 21:39:13,['hkr'],[],29139994,9,38,128,175
